protein,drug
hsa:2534,DB00619
hsa:2548,DB00284
hsa:2548,DB00491
hsa:2548,DB04878
hsa:2548,D03433
hsa:25796,DB01101
hsa:2582,D00002
hsa:25824,DB03793
hsa:25824,DB00316
hsa:25824,DB00255
hsa:25824,DB00746
hsa:2595,DB00284
hsa:2595,DB00491
hsa:2595,DB04878
hsa:2595,D03433
hsa:2597,D00002
hsa:260293,DB00553
hsa:260293,DB00404
hsa:260293,DB01124
hsa:260293,DB00726
hsa:260293,DB01011
hsa:260293,DB01115
hsa:260293,DB00201
hsa:260293,DB01159
hsa:260293,DB00357
hsa:260293,DB01217
hsa:260293,DB01006
hsa:260293,DB01355
hsa:260293,DB01601
hsa:260293,D02451
hsa:260293,DB00746
hsa:260293,D03778
hsa:260293,D03781
hsa:260293,D03784
hsa:26279,DB01101
hsa:2638,DB04224
hsa:2639,DB03147
hsa:2673,DB00996
hsa:2677,DB01022
hsa:2677,DB00170
hsa:270,DB00131
hsa:27032,DB01159
hsa:27032,DB00228
hsa:27032,DB01028
hsa:27032,DB00753
hsa:27032,DB01189
hsa:27032,DB01236
hsa:27034,DB03147
hsa:27034,DB00161
hsa:27115,DB01223
hsa:27115,DB01427
hsa:27115,DB00277
hsa:27115,DB00235
hsa:27115,DB00806
hsa:27115,DB00201
hsa:27115,DB00651
hsa:27115,DB11450
hsa:27115,D01198
hsa:27115,DB00920
hsa:27115,DB12082
hsa:27115,DB03849
hsa:27115,D01712
hsa:27115,DB00820
hsa:27115,DB01303
hsa:27115,D02042
hsa:27115,DBSALT000347
hsa:27115,D02655
hsa:27115,D02731
hsa:27115,DB06237
hsa:27115,D03260
hsa:2746,D00002
hsa:2746,DB00142
hsa:2766,DB00266
hsa:279,DB00284
hsa:279,DB00491
hsa:279,DB00522
hsa:28,DB00681
hsa:28,DB00787
hsa:28,DB00426
hsa:28,DB00826
hsa:28,DBSALT000892
hsa:2806,DB00996
hsa:2822,DB00235
hsa:2822,DB00806
hsa:2822,DB00201
hsa:28227,DB00864
hsa:28227,DB00091
hsa:284541,DB00553
hsa:284541,DB00404
hsa:284541,DB01124
hsa:284541,DB00726
hsa:284541,DB01011
hsa:284541,DB01115
hsa:284541,DB00201
hsa:284541,DB01159
hsa:284541,DB00357
hsa:284541,DB01355
hsa:284541,DB00746
hsa:285220,DB00619
hsa:285220,DB00317
hsa:285220,DB06626
hsa:285220,DB06616
hsa:285220,D03350
hsa:285220,DBSALT000064
hsa:285220,DB01259
hsa:285220,DB12682
hsa:2876,DB00255
hsa:2877,DB00255
hsa:2878,DB00255
hsa:2879,DB00255
hsa:2880,DB00255
hsa:2882,DB00255
hsa:28972,DB00677
hsa:28972,DB00513
hsa:2936,D00002
hsa:2936,DB03147
hsa:2936,DB00143
hsa:2950,DB00143
hsa:29785,DB00553
hsa:29785,DB00404
hsa:29785,DB01124
hsa:29785,DB00726
hsa:29785,DB01011
hsa:29785,DB01115
hsa:29785,DB00201
hsa:29785,DB01159
hsa:29785,DB00357
hsa:29785,DB01217
hsa:29785,DB01006
hsa:29785,DB01355
hsa:29785,DB01601
hsa:29785,D02451
hsa:29785,DB00746
hsa:29785,D03778
hsa:29785,D03781
hsa:29785,D03784
hsa:29920,DB00172
hsa:29941,DB00619
hsa:29968,DB00996
hsa:30,DB00787
hsa:30,DB00426
hsa:30,DB01004
hsa:30,DB00249
hsa:30,DB00432
hsa:30,DB00577
hsa:30,DB00299
hsa:3001,DB00677
hsa:3001,DB00513
hsa:3002,DB00677
hsa:3002,DB00513
hsa:3028,D00002
hsa:3033,D00002
hsa:3034,DB00117
hsa:3035,DB00117
hsa:3055,DB00619
hsa:306,DB00235
hsa:306,DB00806
hsa:306,DB00201
hsa:3067,DB00117
hsa:30814,DB01101
hsa:30833,DB00806
hsa:31,DB00142
hsa:31,DB03419
hsa:31,DB00121
hsa:313,DB01101
hsa:3141,DB00121
hsa:3156,DB00227
hsa:3156,DB00641
hsa:3156,DBSALT001499
hsa:3156,DBSALT000330
hsa:3156,D00892
hsa:3156,D00893
hsa:3156,DB08860
hsa:3156,DBSALT000154
hsa:3156,D02258
hsa:3156,D03601
hsa:3156,D03643
hsa:3156,D03816
hsa:32,DB00121
hsa:326625,DB00200
hsa:327,DB00677
hsa:3283,DB01108
hsa:3290,DB01011
hsa:3291,DB01011
hsa:3292,D00002
hsa:3295,D00002
hsa:3376,DB00167
hsa:339221,DB00235
hsa:339221,DB00806
hsa:339221,DB00201
hsa:34,DB03147
hsa:3416,DB00974
hsa:3480,DB00619
hsa:3480,DB00317
hsa:3480,DB06626
hsa:3480,DB06616
hsa:3480,D03350
hsa:3480,DBSALT000064
hsa:3480,DB01259
hsa:3480,DB12682
hsa:349565,D00002
hsa:35,DB03147
hsa:353,DB00131
hsa:354,DB00677
hsa:354,DB00513
hsa:3551,DB00936
hsa:3551,DB00605
hsa:3551,DB00795
hsa:36,DB00167
hsa:3612,DB00806
hsa:3614,DB00811
hsa:3614,DB00688
hsa:3615,D00002
hsa:3615,DB00688
hsa:3643,DB00619
hsa:3643,DB00317
hsa:3643,DB06626
hsa:3643,DB06616
hsa:3643,D03350
hsa:3643,DBSALT000064
hsa:3643,DB01259
hsa:3643,DB12682
hsa:3643,DB00331
hsa:3645,DB00619
hsa:3645,DB00317
hsa:3645,DB06626
hsa:3645,DB06616
hsa:3645,D03350
hsa:3645,DBSALT000064
hsa:3645,DB01259
hsa:3645,DB12682
hsa:3645,DB00331
hsa:3702,DB00619
hsa:3712,DB03147
hsa:3716,DB00619
hsa:3717,DB00619
hsa:3718,DB00619
hsa:3735,DB00123
hsa:377677,DB00819
hsa:377677,DB00999
hsa:377677,DB01144
hsa:377677,DB00880
hsa:377677,DB00909
hsa:377677,DB01194
hsa:377677,DBSALT000931
hsa:377677,DB00703
hsa:377677,DBSALT000539
hsa:377677,D03845
hsa:3791,DB00619
hsa:3791,DB00317
hsa:3791,DB06626
hsa:3791,DB06616
hsa:3791,D03350
hsa:3791,DBSALT000064
hsa:3791,DB01259
hsa:3791,DB12682
hsa:38,DB00167
hsa:38,DB00795
hsa:3815,DB00619
hsa:3815,DB00317
hsa:3815,DB06626
hsa:3815,DB06616
hsa:3815,D03350
hsa:3815,DBSALT000064
hsa:3815,DB01259
hsa:3815,DB12682
hsa:3816,DB00677
hsa:3816,DB00513
hsa:3817,DB00677
hsa:3817,DB00513
hsa:3818,DB00677
hsa:3818,DB00513
hsa:3906,DB01050
hsa:3906,DB01009
hsa:3906,DB00829
hsa:3906,DB00812
hsa:390956,DB00864
hsa:3932,DB00619
hsa:3939,D00002
hsa:3945,D00002
hsa:3988,DB01083
hsa:3990,DB01101
hsa:3990,DB01083
hsa:3991,DB01101
hsa:4017,DB00477
hsa:4023,DB00636
hsa:4023,DB01101
hsa:4025,DB00936
hsa:4025,DB00316
hsa:4025,DB00550
hsa:4025,DB00255
hsa:4025,DB00746
hsa:4048,DB00936
hsa:4048,DB00788
hsa:4048,DB01050
hsa:4048,DB01009
hsa:4048,DB00328
hsa:4048,DB00795
hsa:4048,DB00812
hsa:4048,DB00920
hsa:4051,DB00553
hsa:4051,DB00404
hsa:4051,DB01124
hsa:4051,DB00726
hsa:4051,DB01011
hsa:4051,DB01115
hsa:4051,DB00201
hsa:4051,DB01159
hsa:4051,DB00357
hsa:4051,DB01355
hsa:4051,DB00746
hsa:4058,DB00619
hsa:4058,DB00317
hsa:4058,DB06626
hsa:4058,DB06616
hsa:4058,D03350
hsa:4058,DBSALT000064
hsa:4058,DB01259
hsa:4058,DB12682
hsa:4067,DB00619
hsa:4128,DB00477
hsa:4128,D00505
hsa:4128,DBSALT000260
hsa:4128,D00826
hsa:4128,DB00601
hsa:4128,D01097
hsa:4128,D01888
hsa:4128,DB09245
hsa:4128,DB13876
hsa:4128,DB01171
hsa:4128,D02562
hsa:4128,D02563
hsa:4128,D02564
hsa:4128,DB04818
hsa:4128,DB01247
hsa:4128,D02581
hsa:4128,DB01037
hsa:4128,D03733
hsa:4128,DB01546
hsa:4129,DB03147
hsa:4129,DB00477
hsa:4129,D00505
hsa:4129,DBSALT000260
hsa:4129,D00826
hsa:4129,D01097
hsa:4129,D01888
hsa:4129,DB09245
hsa:4129,DB13876
hsa:4129,DB01171
hsa:4129,D02562
hsa:4129,D02563
hsa:4129,D02564
hsa:4129,DB04818
hsa:4129,DB01247
hsa:4129,D02581
hsa:4129,DB01037
hsa:4129,D03733
hsa:4129,DB01546
hsa:4129,DB00191
hsa:4143,DB13972
hsa:4145,DB00619
hsa:4190,D00002
hsa:4191,DB04272
hsa:4200,D00002
hsa:4200,DB01677
hsa:4233,DB00619
hsa:4233,DB00317
hsa:4233,DB06626
hsa:4233,DB06616
hsa:4233,D03350
hsa:4233,DBSALT000064
hsa:4233,DB01259
hsa:4233,DB12682
hsa:4281,DBSALT000800
hsa:4282,DB04272
hsa:43,DB00677
hsa:43,DB00981
hsa:43,DB00545
hsa:43,DB00944
hsa:43,DB00843
hsa:43,DB11473
hsa:43,DBSALT000475
hsa:43,D00995
hsa:43,D00998
hsa:43,DBSALT001309
hsa:43,DB01101
hsa:43,D01228
hsa:43,D02068
hsa:43,D02173
hsa:43,DB01057
hsa:43,D02418
hsa:43,DBSALT001252
hsa:43,D02729
hsa:43,D03751
hsa:43,DB00989
hsa:43,D03823
hsa:43,D03826
hsa:43,DB00674
hsa:4311,DB00974
hsa:4329,DB00161
hsa:4353,DB00936
hsa:4353,DB00316
hsa:4353,DB00763
hsa:4353,DB00550
hsa:4353,DB00255
hsa:444,DB00822
hsa:4482,DB13972
hsa:4486,DB00619
hsa:4486,DB00317
hsa:4486,DB06626
hsa:4486,DB06616
hsa:4486,D03350
hsa:4486,DBSALT000064
hsa:4486,DB01259
hsa:4486,DB12682
hsa:4548,DB00200
hsa:4548,DB13972
hsa:4552,DB00200
hsa:4552,DB13972
hsa:4593,DB01233
hsa:4593,DB00619
hsa:4593,DB00317
hsa:4593,DB06626
hsa:4593,DB06616
hsa:4593,D03350
hsa:4593,DBSALT000064
hsa:4593,DB01259
hsa:4593,DB12682
hsa:4594,DB00200
hsa:472,DB00201
hsa:4758,DB00198
hsa:4758,DB00558
hsa:4758,D03829
hsa:4759,DB00198
hsa:4759,DB00558
hsa:4759,D03829
hsa:476,DB00390
hsa:476,DB00774
hsa:476,DB00232
hsa:476,DB01021
hsa:476,DB01078
hsa:476,DB00213
hsa:4835,DB03147
hsa:4835,DB00266
hsa:4837,DB00627
hsa:4860,DB04335
hsa:4860,DB00242
hsa:4881,DB00727
hsa:4881,DB00883
hsa:4881,DB01020
hsa:49,DB00677
hsa:49,DB00513
hsa:4907,DB00806
hsa:4914,DB00619
hsa:4914,DB00317
hsa:4914,DB06626
hsa:4914,DB06616
hsa:4914,D03350
hsa:4914,DBSALT000064
hsa:4914,DB01259
hsa:4914,DB12682
hsa:4915,DB00619
hsa:4915,DB00317
hsa:4915,DB06626
hsa:4915,DB06616
hsa:4915,D03350
hsa:4915,DBSALT000064
hsa:4915,DB01259
hsa:4915,DB12682
hsa:4916,DB00619
hsa:4916,DB00317
hsa:4916,DB06626
hsa:4916,DB06616
hsa:4916,D03350
hsa:4916,DBSALT000064
hsa:4916,DB01259
hsa:4916,DB12682
hsa:4919,DB00619
hsa:4919,DB00317
hsa:4919,DB06626
hsa:4919,DB06616
hsa:4919,D03350
hsa:4919,DBSALT000064
hsa:4919,DB01259
hsa:4919,DB12682
hsa:4920,DB00619
hsa:4920,DB00317
hsa:4920,DB06626
hsa:4920,DB06616
hsa:4920,D03350
hsa:4920,DBSALT000064
hsa:4920,DB01259
hsa:4920,DB12682
hsa:4921,DB00619
hsa:4921,DB00317
hsa:4921,DB06626
hsa:4921,DB06616
hsa:4921,D03350
hsa:4921,DBSALT000064
hsa:4921,DB01259
hsa:4921,DB12682
hsa:4942,DB00996
hsa:4942,DB01032
hsa:495,DB00338
hsa:495,D01984
hsa:4953,D00829
hsa:50,DB04272
hsa:501,DB00822
hsa:5033,DB00126
hsa:5045,DB00677
hsa:5045,DB00513
hsa:50484,DB00934
hsa:50484,DB00746
hsa:50487,DB01101
hsa:5049,DB01101
hsa:5050,DB01101
hsa:5051,DB01101
hsa:5052,DB00316
hsa:5052,DB00255
hsa:5052,DB00746
hsa:5053,DB00120
hsa:5091,DB00121
hsa:50940,DB01223
hsa:50940,DB01427
hsa:50940,DB00277
hsa:50940,DB00235
hsa:50940,DB11450
hsa:50940,D01198
hsa:50940,DB12082
hsa:50940,DB03849
hsa:50940,D01712
hsa:50940,DB00820
hsa:50940,DB01303
hsa:50940,D02042
hsa:50940,DBSALT000347
hsa:50940,D02655
hsa:50940,D02731
hsa:50940,DB06237
hsa:50940,D03260
hsa:5095,DB00121
hsa:5095,DB00161
hsa:5095,DB00156
hsa:5095,DB00167
hsa:5096,DB00121
hsa:5096,DB00161
hsa:5096,DB00156
hsa:5096,DB00167
hsa:51,DB04573
hsa:51,DB00829
hsa:51,DB00996
hsa:51,DB00962
hsa:51,DB00818
hsa:51004,DB00553
hsa:51004,DB00404
hsa:51004,DB01124
hsa:51004,DB00726
hsa:51004,DB01011
hsa:51004,DB01115
hsa:51004,DB00201
hsa:51004,DB01159
hsa:51004,DB00357
hsa:51004,DB01355
hsa:51095,DB00235
hsa:51095,DB00806
hsa:51095,DB00201
hsa:51166,DB00996
hsa:51172,DB00235
hsa:51172,DB00806
hsa:51172,DB00201
hsa:51181,DB00502
hsa:51181,DB00414
hsa:51181,DB01011
hsa:51205,D00103
hsa:51207,DB00864
hsa:51207,DB00091
hsa:5122,DB00677
hsa:5122,DB00513
hsa:51251,DB00806
hsa:5126,DB00677
hsa:5126,DB00513
hsa:51292,DB00266
hsa:513,DB01159
hsa:513,DB00228
hsa:513,DB01028
hsa:513,DB00753
hsa:513,DB01189
hsa:513,DB01236
hsa:51302,DB00553
hsa:51302,DB00404
hsa:51302,DB01124
hsa:51302,DB00726
hsa:51302,DB01011
hsa:51302,DB01115
hsa:51302,DB00201
hsa:51302,DB01159
hsa:51302,DB00357
hsa:51302,DB01355
hsa:5136,DB01223
hsa:5136,DB01427
hsa:5136,DB00277
hsa:5136,DB00235
hsa:5136,DB00806
hsa:5136,DB00201
hsa:5136,DB00651
hsa:5136,DB11450
hsa:5136,D01198
hsa:5136,DB12082
hsa:5136,DB03849
hsa:5136,D01712
hsa:5136,DB00820
hsa:5136,DB01303
hsa:5136,D02042
hsa:5136,DBSALT000347
hsa:5136,D02655
hsa:5136,D02731
hsa:5136,DB06237
hsa:5136,D03260
hsa:51365,DB01101
hsa:5137,DB01223
hsa:5137,DB01427
hsa:5137,DB00277
hsa:5137,DB00235
hsa:5137,DB00806
hsa:5137,DB00201
hsa:5137,DB00651
hsa:5137,DB11450
hsa:5137,D01198
hsa:5137,DB12082
hsa:5137,DB03849
hsa:5137,D01712
hsa:5137,DB00820
hsa:5137,DB01303
hsa:5137,D02042
hsa:5137,DBSALT000347
hsa:5137,D02655
hsa:5137,D02731
hsa:5137,DB06237
hsa:5137,D03260
hsa:5138,DB01223
hsa:5138,DB01427
hsa:5138,DB00277
hsa:5138,DB00235
hsa:5138,DB00806
hsa:5138,DB00201
hsa:5138,DB00651
hsa:5138,DB11450
hsa:5138,D01198
hsa:5138,DB12082
hsa:5138,DB03849
hsa:5138,D01712
hsa:5138,DB00820
hsa:5138,DB01303
hsa:5138,D02042
hsa:5138,DBSALT000347
hsa:5138,D02655
hsa:5138,D02731
hsa:5138,DB06237
hsa:5138,D03260
hsa:5140,DB01223
hsa:5140,DB01427
hsa:5140,DB00277
hsa:5140,DB00235
hsa:5140,DB00806
hsa:5140,DB00201
hsa:5140,DB00651
hsa:5140,DB11450
hsa:5140,D01198
hsa:5140,DB12082
hsa:5140,DB03849
hsa:5140,D01712
hsa:5140,DB00820
hsa:5140,DB01303
hsa:5140,D02042
hsa:5140,DBSALT000347
hsa:5140,D02655
hsa:5140,D02731
hsa:5140,DB06237
hsa:5140,D03260
hsa:5141,DB01223
hsa:5141,DB01427
hsa:5141,DB00277
hsa:5141,DB00235
hsa:5141,DB00806
hsa:5141,DB00201
hsa:5141,DB00651
hsa:5141,DB11450
hsa:5141,D01198
hsa:5141,DB12082
hsa:5141,DB03849
hsa:5141,D01712
hsa:5141,DB00820
hsa:5141,DB01303
hsa:5141,D02042
hsa:5141,DBSALT000347
hsa:5141,D02655
hsa:5141,D02731
hsa:5141,DB06237
hsa:5141,D03260
hsa:5142,DB01223
hsa:5142,DB01427
hsa:5142,DB00277
hsa:5142,DB00235
hsa:5142,DB00806
hsa:5142,DB00201
hsa:5142,DB00651
hsa:5142,DB11450
hsa:5142,D01198
hsa:5142,DB12082
hsa:5142,DB03849
hsa:5142,D01712
hsa:5142,DB00820
hsa:5142,DB01303
hsa:5142,D02042
hsa:5142,DBSALT000347
hsa:5142,D02655
hsa:5142,D02731
hsa:5142,DB06237
hsa:5142,D03260
hsa:5143,DB01223
hsa:5143,DB01427
hsa:5143,DB00277
hsa:5143,DB00235
hsa:5143,DB00806
hsa:5143,DB00201
hsa:5143,DB00651
hsa:5143,DB11450
hsa:5143,D01198
hsa:5143,DB12082
hsa:5143,DB03849
hsa:5143,D01712
hsa:5143,DB00820
hsa:5143,DB01303
hsa:5143,D02042
hsa:5143,DBSALT000347
hsa:5143,D02655
hsa:5143,D02731
hsa:5143,DB06237
hsa:5143,D03260
hsa:5144,DB01223
hsa:5144,DB01427
hsa:5144,DB00277
hsa:5144,DB00235
hsa:5144,DB00806
hsa:5144,DB00201
hsa:5144,DB00651
hsa:5144,DB11450
hsa:5144,D01198
hsa:5144,DB12082
hsa:5144,DB03849
hsa:5144,D01712
hsa:5144,DB00820
hsa:5144,DB01303
hsa:5144,D02042
hsa:5144,DBSALT000347
hsa:5144,D02655
hsa:5144,D02731
hsa:5144,DB06237
hsa:5144,D03260
hsa:5145,DB00235
hsa:5145,DB00806
hsa:5145,DB00201
hsa:5146,DB00235
hsa:5146,DB00806
hsa:5146,DB00201
hsa:5147,DB01223
hsa:5147,DB01427
hsa:5147,DB00277
hsa:5147,DB00235
hsa:5147,DB00806
hsa:5147,DB00201
hsa:5147,DB00651
hsa:5147,DB11450
hsa:5147,D01198
hsa:5147,DB12082
hsa:5147,DB03849
hsa:5147,D01712
hsa:5147,DB00820
hsa:5147,DB01303
hsa:5147,D02042
hsa:5147,DBSALT000347
hsa:5147,D02655
hsa:5147,D02731
hsa:5147,DB06237
hsa:5147,D03260
hsa:5148,DB01223
hsa:5148,DB01427
hsa:5148,DB00277
hsa:5148,DB00235
hsa:5148,DB00806
hsa:5148,DB00201
hsa:5148,DB00651
hsa:5148,DB11450
hsa:5148,D01198
hsa:5148,DB12082
hsa:5148,DB03849
hsa:5148,D01712
hsa:5148,DB00820
hsa:5148,DB01303
hsa:5148,D02042
hsa:5148,DBSALT000347
hsa:5148,D02655
hsa:5148,D02731
hsa:5148,DB06237
hsa:5148,D03260
hsa:5149,DB01223
hsa:5149,DB01427
hsa:5149,DB00277
hsa:5149,DB00235
hsa:5149,DB00806
hsa:5149,DB00201
hsa:5149,DB00651
hsa:5149,DB11450
hsa:5149,D01198
hsa:5149,DB12082
hsa:5149,DB03849
hsa:5149,D01712
hsa:5149,DB00820
hsa:5149,DB01303
hsa:5149,D02042
hsa:5149,DBSALT000347
hsa:5149,D02655
hsa:5149,D02731
hsa:5149,DB06237
hsa:5149,D03260
hsa:5150,DB01223
hsa:5150,DB01427
hsa:5150,DB00277
hsa:5150,DB00235
hsa:5150,DB11450
hsa:5150,D01198
hsa:5150,DB00920
hsa:5150,DB12082
hsa:5150,DB03849
hsa:5150,D01712
hsa:5150,DB00820
hsa:5150,DB01303
hsa:5150,D02042
hsa:5150,DBSALT000347
hsa:5150,D02655
hsa:5150,D02731
hsa:5150,DB06237
hsa:5150,D03260
hsa:5151,DB01223
hsa:5151,DB01427
hsa:5151,DB00277
hsa:5151,DB00235
hsa:5151,DB00806
hsa:5151,DB00201
hsa:5151,DB00651
hsa:5151,DB11450
hsa:5151,D01198
hsa:5151,DB12082
hsa:5151,DB03849
hsa:5151,D01712
hsa:5151,DB00820
hsa:5151,DB01303
hsa:5151,D02042
hsa:5151,DBSALT000347
hsa:5151,D02655
hsa:5151,D02731
hsa:5151,DB06237
hsa:5151,D03260
hsa:5152,DB01223
hsa:5152,DB01427
hsa:5152,DB00277
hsa:5152,DB00235
hsa:5152,DB00806
hsa:5152,DB00201
hsa:5152,DB11450
hsa:5152,D01198
hsa:5152,DB12082
hsa:5152,DB03849
hsa:5152,D01712
hsa:5152,DB00820
hsa:5152,DB01303
hsa:5152,D02042
hsa:5152,DBSALT000347
hsa:5152,D02655
hsa:5152,D02731
hsa:5152,DB06237
hsa:5152,D03260
hsa:5156,DB00619
hsa:5156,DB00317
hsa:5156,DB06626
hsa:5156,DB06616
hsa:5156,D03350
hsa:5156,DBSALT000064
hsa:5156,DB01259
hsa:5156,DB12682
hsa:5158,DB00235
hsa:5158,DB00806
hsa:5158,DB00201
hsa:5159,DB00619
hsa:5159,DB00317
hsa:5159,DB06626
hsa:5159,DB06616
hsa:5159,D03350
hsa:5159,DBSALT000064
hsa:5159,DB01259
hsa:5159,DB12682
hsa:51601,DB00166
hsa:51645,DB00864
hsa:5167,DB00677
hsa:5167,DB00235
hsa:5167,DB00811
hsa:5167,DB00806
hsa:5167,DB00201
hsa:5168,DB00235
hsa:5168,DB00806
hsa:5168,DB00201
hsa:5169,DB00235
hsa:5169,DB00806
hsa:5169,DB00201
hsa:51727,DB00441
hsa:52,D00103
hsa:5294,DB00746
hsa:53,D00103
hsa:5319,DB01101
hsa:5320,DB01101
hsa:5321,DB00180
hsa:5321,DB01047
hsa:5321,DB00846
hsa:5321,DB01101
hsa:5321,DB00324
hsa:5321,DB00591
hsa:5321,DB00253
hsa:5322,DB01101
hsa:5327,DB00677
hsa:5327,DB00513
hsa:5328,DB00677
hsa:5328,DB00513
hsa:5328,DB00302
hsa:5330,DB00235
hsa:5330,DB00806
hsa:5330,DB00201
hsa:5331,DB00235
hsa:5331,DB00806
hsa:5331,DB00201
hsa:5332,DB00235
hsa:5332,DB00806
hsa:5332,DB00201
hsa:5333,DB00235
hsa:5333,DB00806
hsa:5333,DB00201
hsa:5335,DB00235
hsa:5335,DB00806
hsa:5335,DB00201
hsa:5336,DB00235
hsa:5336,DB00806
hsa:5336,DB00201
hsa:5337,DB00235
hsa:5337,DB00806
hsa:5337,DB00201
hsa:5338,DB00235
hsa:5338,DB00806
hsa:5338,DB00201
hsa:5340,DB00677
hsa:5340,DB00513
hsa:5340,DB00302
hsa:5351,DB00126
hsa:53938,DB00864
hsa:54,D00103
hsa:5406,DB01101
hsa:5406,DB00522
hsa:5406,DB01083
hsa:5407,DB01101
hsa:5407,DB01083
hsa:5408,DB01101
hsa:5408,DB01083
hsa:5422,DB01073
hsa:5423,DB00987
hsa:5444,DB00677
hsa:5445,DB00677
hsa:5447,DB00305
hsa:5447,DB00665
hsa:54490,DBSALT000426
hsa:54575,DBSALT000426
hsa:54576,DBSALT000426
hsa:54577,DBSALT000426
hsa:54578,DBSALT000426
hsa:54579,DBSALT000426
hsa:54600,DBSALT000426
hsa:54657,DBSALT000426
hsa:54658,DBSALT000426
hsa:54659,DBSALT000426
hsa:54677,DB00583
hsa:5470,DB00864
hsa:5470,DB00091
hsa:5475,DB00864
hsa:5475,DB00091
hsa:5476,DB00677
hsa:5478,DB00864
hsa:5479,DB00864
hsa:5481,DB00864
hsa:54878,DB00677
hsa:5494,DB00864
hsa:5494,DB00091
hsa:5495,DB00864
hsa:5495,DB00091
hsa:5496,DB00864
hsa:5496,DB00091
hsa:5499,DB00864
hsa:5499,DB00091
hsa:55,D00103
hsa:5500,DB00864
hsa:5500,DB00091
hsa:5501,DB00864
hsa:5501,DB00091
hsa:5515,DB00864
hsa:5515,DB00091
hsa:5516,DB00864
hsa:5516,DB00091
hsa:5523,DB00864
hsa:5523,DB00091
hsa:5530,DB00864
hsa:5530,DB00091
hsa:5531,DB00864
hsa:5531,DB00091
hsa:55312,DB00140
hsa:5532,DB00864
hsa:5532,DB00091
hsa:5533,DB00864
hsa:5533,DB00091
hsa:55359,DB00619
hsa:5536,DB00864
hsa:5536,DB00091
hsa:5537,DB00864
hsa:5537,DB00091
hsa:5538,DB03796
hsa:5547,DB00677
hsa:5550,DB00677
hsa:5550,DB00513
hsa:55512,DB00235
hsa:55512,DB00806
hsa:55512,DB00201
hsa:5562,DB00131
hsa:55775,DB00235
hsa:55775,DB00806
hsa:55775,DB00201
hsa:558,DB00619
hsa:558,DB00317
hsa:558,DB06626
hsa:558,DB06616
hsa:558,D03350
hsa:558,DBSALT000064
hsa:558,DB01259
hsa:558,DB12682
hsa:55811,D00002
hsa:55902,DB00131
hsa:5594,D01840
hsa:5594,D03115
hsa:5594,DB03044
hsa:5595,D01840
hsa:5595,D03115
hsa:5595,DB03044
hsa:5596,D01840
hsa:5596,D03115
hsa:5596,DB03044
hsa:5597,D01840
hsa:5597,D03115
hsa:5597,DB03044
hsa:5598,D01840
hsa:5598,D03115
hsa:5598,DB03044
hsa:5599,D01840
hsa:5599,D03115
hsa:5599,DB03044
hsa:5600,D01840
hsa:5600,D03115
hsa:5600,DB03044
hsa:5601,D01840
hsa:5601,D03115
hsa:5601,DB03044
hsa:5602,D01840
hsa:5602,D03115
hsa:5602,DB03044
hsa:5603,D01840
hsa:5603,D03115
hsa:5603,DB03044
hsa:5604,DB00619
hsa:5605,DB00619
hsa:5606,DB00619
hsa:5607,DB00619
hsa:5608,DB00619
hsa:5624,DB00170
hsa:5625,DB00172
hsa:5645,DB00677
hsa:5645,DB00513
hsa:5646,DB00677
hsa:5646,DB00513
hsa:5650,DB00677
hsa:5650,DB00513
hsa:5651,DB00677
hsa:5651,DB00513
hsa:5657,DB00677
hsa:5657,DB00513
hsa:56922,DB00121
hsa:57016,DB00502
hsa:57176,DB00161
hsa:5740,DB00553
hsa:5740,DB00404
hsa:5740,DB01124
hsa:5740,DB00726
hsa:5740,DB01011
hsa:5740,DB01115
hsa:5740,DB00812
hsa:5740,DB00201
hsa:5740,DB01159
hsa:5740,DB00357
hsa:5740,DB01355
hsa:5740,DB00746
hsa:5742,DB00936
hsa:5742,DB00945
hsa:5742,DB00788
hsa:5742,DB00605
hsa:5742,DB01050
hsa:5742,DB00554
hsa:5742,DB00861
hsa:5742,DB01009
hsa:5742,DB00328
hsa:5742,DB00784
hsa:5742,DBSALT000496
hsa:5742,D00169
hsa:5742,DB00316
hsa:5742,DB00749
hsa:5742,DB00712
hsa:5742,DB00244
hsa:5742,DB00461
hsa:5742,DB00870
hsa:5742,DB00991
hsa:5742,DB00812
hsa:5742,DB01398
hsa:5742,DB00482
hsa:5742,DB00533
hsa:5742,DB14006
hsa:5742,DBSALT001045
hsa:5742,DB01397
hsa:5742,DBSALT000864
hsa:5742,DBSALT000466
hsa:5742,DB00573
hsa:5742,DB00814
hsa:5742,DBSALT000949
hsa:5742,D01122
hsa:5742,DB09216
hsa:5742,DB01600
hsa:5742,DBSALT001147
hsa:5742,D01397
hsa:5742,DB14938
hsa:5742,DB13314
hsa:5742,DB06737
hsa:5742,D01565
hsa:5742,DB13514
hsa:5742,DB13783
hsa:5742,D01709
hsa:5742,D01718
hsa:5742,D01765
hsa:5742,DB00469
hsa:5742,DB08797
hsa:5742,DB06725
hsa:5742,D01974
hsa:5742,D02110
hsa:5742,D02290
hsa:5742,DB00939
hsa:5742,D02350
hsa:5742,DB00500
hsa:5742,DB00580
hsa:5742,DB11395
hsa:5742,DB01628
hsa:5742,DB09217
hsa:5742,DB01283
hsa:5742,D03716
hsa:5742,D03717
hsa:5743,DB00945
hsa:5743,DB00788
hsa:5743,DB00605
hsa:5743,DB01050
