DrugID,CUI,name,AvgFrequency
DB00362,C0085649,Peripheral_edema,0.1174
DB00362,C0149871,Deep_vein_thrombosis,0.0507
DB00362,C0151723,Hypomagnesemia,0.1133
DB00362,C0151905,Alanine_aminotransferase_increased,0.023
DB00362,C0162429,Malnutrition,0.3183
DB00362,C0178298,Skin_and_subcutaneous_tissue_disorders,0.2425
DB00362,C0235431,Blood_creatinine_increased,0.0307
DB00362,C0235996,Elevated_liver_enzymes,0.0601
DB00362,C0236075,Menopausal_symptom,0.023
DB00362,C0243026,Sepsis,0.0784
DB00362,C0311468,Increased_bilirubin_level_(finding),0.015
DB00362,C0476273,Respiratory_distress,0.0385
DB00362,C0600142,Hot_flushes,0.023
DB00362,C0687713,Gastrointestinal_pain,0.0945
DB00362,C0750426,White_blood_cell_count_increased_(lab_result),0.054
DB00362,C0836924,Thrombocytosis,0.0345
DB00362,C0851341,Infestation,0.4945
DB00362,C0851353,Blood_and_lymphatic_system_disorders,0.2242
DB00362,C0852911,Blood_alkaline_phosphatase_increased,0.0805
DB00362,C0853926,Dyspepsia_aggravated,0.0067
DB00362,C0917801,Sleeplessness,0.1243
DB00362,C1384353,Parasite_infestation,0.4945
DB00362,C1443060,Feeling_abnormal,0.0782
DB00363,C0002962,Angina_pectoris,0.01
DB00363,C0003123,Anorexia,0.01
DB00363,C0003467,Anxiety,0.01
DB00363,C0004093,Asthenia,0.0133
DB00363,C0004134,Ataxia,0.01
DB00363,C0008031,Chest_pain,0.01
DB00363,C0009676,Confusion,0.015
DB00363,C0009806,Constipation,0.154
DB00363,C0011570,Mental_depression,0.01
DB00363,C0011603,Dermatitis,0.02
DB00363,C0011991,Diarrhea,0.02
DB00363,C0012833,Dizziness,0.1655
DB00363,C0013144,Drowsiness,0.195
DB00363,C0013362,Dysarthria,0.01
DB00363,C0013395,Dyspepsia,0.096
DB00363,C0013404,Dyspnea,0.005
DB00363,C0014457,Eosinophilia,0.01
DB00363,C0015230,Exanthema,0.02
DB00363,C0015672,Fatigue,0.02
DB00363,C0015967,Fever,0.0733
DB00363,C0018681,Headache,0.085
DB00363,C0018798,Congenital_heart_defects,0.01
DB00363,C0018834,Heartburn,0.04
DB00363,C0020458,Hyperhidrosis_disorder,0.06
DB00363,C0020538,Hypertensive_disease,0.07
DB00363,C0020649,Hypotension,0.15
DB00363,C0021167,Incontinence,0.01
DB00363,C0021605,Insomnia_nec,0.265
DB00363,C0023380,Lethargy,0.005
DB00363,C0023530,Leukopenia,0.03
DB00363,C0026837,Muscle_rigidity,0.03
DB00363,C0027066,Myoclonus,0.005
DB00363,C0027424,Nasal_congestion_(finding),0.01
DB00363,C0027497,Nausea,0.094
DB00363,C0027947,Neutropenia,0.03
DB00363,C0028084,Nightmares,0.04
DB00363,C0030193,Pain,0.01
DB00363,C0036104,Secretion_of_saliva,0.31
DB00363,C0036572,Seizures,0.015
DB00363,C0036974,Shock,0.06
DB00363,C0037036,Sialorrhea,0.1518
DB00363,C0037763,Spasm,0.01
DB00363,C0038990,Sweating,0.06
DB00363,C0039070,Syncope,0.06
DB00363,C0039231,Tachycardia,0.1325
DB00363,C0040822,Tremor,0.06
DB00363,C0041657,Unconscious_state,0.06
DB00363,C0042023,Increased_frequency_of_micturition,0.01
DB00363,C0042571,Vertigo,0.1933
DB00363,C0042963,Vomiting,0.102
DB00363,C0043094,Weight_gain,0.3033
DB00363,C0043352,Xerostomia,0.1033
DB00363,C0080274,Urinary_retention,0.01
DB00363,C0085606,Urgency_of_micturition,0.01
DB00363,C0085623,Akinesia,0.04
DB00363,C0085631,Agitation,0.018
DB00363,C0086439,Hypokinesia,0.04
DB00363,C0151786,Muscle_weakness,0.01
DB00363,C0152021,Congenital_heart_disease,0.01
DB00363,C0231528,Myalgia,0.01
DB00363,C0232462,Decrease_in_appetite,0.01
DB00363,C0232487,Abdominal_discomfort,0.04
DB00363,C0234233,Sore_to_touch,0.01
DB00363,C0234238,Ache,0.01
DB00363,C0234518,Slurred_speech,0.01
DB00363,C0235969,Disorder_of_ejaculation,0.01
DB00363,C0242429,Sore_throat,0.01
DB00363,C0392156,Akathisia,0.03
DB00363,C0424295,Hyperactive_behavior,0.01
DB00363,C0547030,Visual_disturbance,0.05
DB00363,C0750394,White_blood_cell_count_decreased,0.03
DB00363,C0851353,Blood_and_lymphatic_system_disorders,0.02
DB00363,C0855329,Electrocardiogram_change,0.01
DB00363,C0917801,Sleeplessness,0.2038
DB00363,C0948594,Musculoskeletal_discomfort,0.01
DB00363,C1443060,Feeling_abnormal,0.015
DB00363,C2363730,Oropharyngeal_discomfort,0.01
DB00363,C2363731,Oropharyngeal_pain,0.01
DB00363,C2830004,Somnolence,0.3017
DB00363,C2937350,Abnormal_ejaculation,0.01
DB00363,C3665347,Visual_impairment,0.025
DB00367,C0000737,Abdominal_pain,0.1299
DB00367,C0002453,Amenorrhea,0.1587
DB00367,C0004093,Asthenia,0.167
DB00367,C0006145,Breast_diseases,0.101
DB00367,C0011991,Diarrhea,0.0472
DB00367,C0012833,Dizziness,0.1183
DB00367,C0013390,Dysmenorrhea,0.043
DB00367,C0015672,Fatigue,0.1791
DB00367,C0018681,Headache,0.1168
DB00367,C0019080,Hemorrhage,0.1787
DB00367,C0020624,Hypomenorrhea,0.022
DB00367,C0021400,Influenza,0.0097
DB00367,C0021899,Intrauterine_device_expulsion,0.049
DB00367,C0025323,Menorrhagia,0.1034
DB00367,C0025874,Metrorrhagia,0.043
DB00367,C0027497,Nausea,0.2175
DB00367,C0027765,Nervous_system_disorder,0.062
DB00367,C0028949,Oligomenorrhea,0.0743
DB00367,C0029927,Ovarian_cysts,0.126
DB00367,C0030193,Pain,0.049
DB00367,C0030794,Pelvic_pain,0.0838
DB00367,C0032519,Polymenorrhea,0.0385
DB00367,C0036508,Seborrheic_dermatitis,0.0895
DB00367,C0037763,Spasm,0.02
DB00367,C0042963,Vomiting,0.0761
DB00367,C0042998,Vulvovaginitis,0.202
DB00367,C0085633,Mood_swings,0.064
DB00367,C0149931,Migraine_disorders,0.077
DB00367,C0227791,Vaginal_discharge,0.049
DB00367,C0232495,Lower_abdominal_pain,0.1349
DB00367,C0232943,Intermenstrual_heavy_bleeding,0.1505
DB00367,C0233472,Labile_affect,0.064
DB00367,C0234215,Sensory_discomfort,0.086
DB00367,C0262397,Breast_tenderness,0.1197
DB00367,C0518015,Hemoglobin_measurement,0.1787
DB00367,C0549478,Device_expulsion,0.0377
DB00367,C0687713,Gastrointestinal_pain,0.1299
DB00367,C2979982,Vaginal_hemorrhage,0.0248
DB00369,C0002170,Alopecia,0.2696
DB00369,C0002871,Anemia,0.2435
DB00369,C0003123,Anorexia,0.2261
DB00369,C0004093,Asthenia,0.4348
DB00369,C0006840,Candidiasis,0.1826
DB00369,C0006849,Oral_candidiasis,0.1826
DB00369,C0009450,Communicable_diseases,0.1984
DB00369,C0010200,Coughing,0.1913
DB00369,C0011603,Dermatitis,0.2957
DB00369,C0011991,Diarrhea,0.2609
DB00369,C0013404,Dyspnea,0.1538
DB00369,C0015230,Exanthema,0.2957
DB00369,C0015967,Fever,0.3617
DB00369,C0018681,Headache,0.2957
DB00369,C0022081,Iritis,0.005
DB00369,C0027497,Nausea,0.3805
DB00369,C0027947,Neutropenia,0.3396
DB00369,C0028841,Ocular_hypotension,0.1778
DB00369,C0030193,Pain,0.2522
DB00369,C0032285,Pneumonia,0.0889
DB00369,C0033687,Proteinuria,0.691
DB00369,C0042164,Uveitis,0.005
DB00369,C0042963,Vomiting,0.3805
DB00369,C0085593,Chills,0.2174
DB00369,C0232462,Decrease_in_appetite,0.2261
DB00369,C0574067,Increasing_frequency_of_cough,0.1913
DB00369,C0948586,Protein_urine_present,0.691
DB00370,C0000727,"Abdomen,_acute",0.01
DB00370,C0000731,Abdomen_distended,0.001
DB00370,C0000737,Abdominal_pain,0.01
DB00370,C0002170,Alopecia,0.0005
DB00370,C0002453,Amenorrhea,0.001
DB00370,C0002622,Amnesia,0.01
DB00370,C0002962,Angina_pectoris,0.001
DB00370,C0003123,Anorexia,0.01
DB00370,C0003467,Anxiety,0.005
DB00370,C0003862,Arthralgia,0.005
DB00370,C0003864,Arthritis,0.001
DB00370,C0004093,Asthenia,0.0458
DB00370,C0004096,Asthma,0.001
DB00370,C0004134,Ataxia,0.001
DB00370,C0004604,Back_pain,0.0156
DB00370,C0006277,Bronchitis,0.001
DB00370,C0007859,Neck_pain,0.001
DB00370,C0008325,Cholecystitis,0.001
DB00370,C0009319,Colitis,0.001
DB00370,C0009676,Confusion,0.0104
DB00370,C0009763,Conjunctivitis,0.001
DB00370,C0009806,Constipation,0.1045
DB00370,C0010200,Coughing,0.01
DB00370,C0010692,Cystitis,0.001
DB00370,C0011053,Deafness,0.001
DB00370,C0011175,Dehydration,0.001
DB00370,C0011206,Delirium,0.001
DB00370,C0011253,Delusions,0.001
DB00370,C0011551,Depersonalization,0.001
DB00370,C0011603,Dermatitis,0.005
DB00370,C0011606,Exfoliative_dermatitis,0.001
DB00370,C0012833,Dizziness,0.0395
DB00370,C0013362,Dysarthria,0.001
DB00370,C0013384,Dyskinetic_syndrome,0.0007
DB00370,C0013390,Dysmenorrhea,0.001
DB00370,C0013404,Dyspnea,0.0068
DB00370,C0013428,Dysuria,0.001
DB00370,C0013456,Earache,0.001
DB00370,C0013604,Edema,0.006
DB00370,C0014591,Epistaxis,0.001
DB00370,C0014724,Eructation,0.001
DB00370,C0015230,Exanthema,0.005
DB00370,C0015371,Extrapyramidal_disorders,0.001
DB00370,C0015967,Fever,0.0005
DB00370,C0017565,Gingival_hemorrhage,0.001
DB00370,C0017601,Glaucoma,0.0005
DB00370,C0017605,Angle_closure_glaucoma,0.001
DB00370,C0017675,Glossitis,0.001
DB00370,C0018524,Hallucinations,0.0005
DB00370,C0018965,Hematuria,0.001
DB00370,C0019348,Herpes_simplex_infections,0.001
DB00370,C0020039,Hostility,0.001
DB00370,C0020538,Hypertensive_disease,0.005
DB00370,C0020580,Hypesthesia,0.01
DB00370,C0020649,Hypotension,0.001
DB00370,C0021177,Increased_libido,0.001
DB00370,C0021400,Influenza,0.0407
DB00370,C0022568,Keratitis,0.001
DB00370,C0022573,Keratoconjunctivitis,0.001
DB00370,C0022650,Kidney_calculi,0.001
DB00370,C0022904,Lacrimal_apparatus_diseases,0.001
DB00370,C0023533,Leukorrhea,0.001
DB00370,C0024902,Mastodynia,0.001
DB00370,C0027051,Myocardial_infarction,0.0005
DB00370,C0027497,Nausea,0.0343
DB00370,C0027932,Neurotic_disorders,0.001
DB00370,C0029408,Degenerative_polyarthritis,0.0005
DB00370,C0030554,Paresthesia,0.005
DB00370,C0032285,Pneumonia,0.001
DB00370,C0033774,Pruritus,0.005
DB00370,C0034880,Hyperacusis,0.001
DB00370,C0036974,Shock,0.0005
DB00370,C0037199,Sinusitis,0.01
DB00370,C0038362,Stomatitis,0.0005
DB00370,C0039070,Syncope,0.0005
DB00370,C0039520,Tenosynovitis,0.001
DB00370,C0039971,Thirst,0.01
DB00370,C0040822,Tremor,0.0118
DB00370,C0041582,Ulcer,0.001
DB00370,C0041657,Unconscious_state,0.0005
DB00370,C0042023,Increased_frequency_of_micturition,0.0148
DB00370,C0042024,Urinary_incontinence,0.001
DB00370,C0042029,Urinary_tract_infection,0.01
DB00370,C0042267,Vaginitis,0.001
DB00370,C0042571,Vertigo,0.01
DB00370,C0042963,Vomiting,0.0037
DB00370,C0043094,Weight_gain,0.066
DB00370,C0043096,Weight_decreased,0.001
DB00370,C0043352,Xerostomia,0.1745
DB00370,C0080274,Urinary_retention,0.0005
DB00370,C0085593,Chills,0.001
DB00370,C0085631,Agitation,0.0037
DB00370,C0085632,Apathy,0.01
DB00370,C0085633,Mood_swings,0.001
DB00370,C0085649,Peripheral_edema,0.0171
DB00370,C0086439,Hypokinesia,0.01
DB00370,C0149931,Migraine_disorders,0.001
DB00370,C0151315,Neck_stiffness,0.001
DB00370,C0151636,Premature_ventricular_contractions,0.0007
DB00370,C0151766,Liver_function_tests_abnormal_finding,0.001
DB00370,C0151772,Manic_psychosis,0.001
DB00370,C0151786,Muscle_weakness,0.01
DB00370,C0151827,Eye_pain,0.001
DB00370,C0151836,Paranoid_reaction,0.001
DB00370,C0151889,Hyperreflexia,0.001
DB00370,C0151908,Dry_skin,0.001
DB00370,C0152198,Disorder_of_accommodation,0.001
DB00370,C0162429,Malnutrition,0.0375
DB00370,C0162830,"Dermatitis,_phototoxic",0.001
DB00370,C0227791,Vaginal_discharge,0.001
DB00370,C0231218,Malaise,0.01
DB00370,C0231528,Myalgia,0.013
DB00370,C0231530,Muscle_twitch,0.01
DB00370,C0232461,Increased_appetite_(finding),0.0912
DB00370,C0232462,Decrease_in_appetite,0.01
DB00370,C0232849,Bladder_pain,0.001
DB00370,C0233471,Flat_affect,0.01
DB00370,C0233472,Labile_affect,0.001
DB00370,C0233632,Disturbance_in_thinking,0.0228
DB00370,C0234215,Sensory_discomfort,0.01
DB00370,C0234458,Dream_disorder,0.0224
DB00370,C0235146,Euphoric_mood,0.001
DB00370,C0242350,Erectile_dysfunction,0.001
DB00370,C0338831,Manic,0.0003
DB00370,C0392025,Enlargement_abdomen,0.001
DB00370,C0392525,Nephrolithiasis,0.001
DB00370,C0403632,Non-infectious_cystitis,0.001
DB00370,C0404521,Infective_vaginitis,0.001
DB00370,C0424295,Hyperactive_behavior,0.005
DB00370,C0428977,Bradycardia,0.001
DB00370,C0520966,Abnormal_coordination,0.001
DB00370,C0542571,Facial_edema,0.0005
DB00370,C0574067,Increasing_frequency_of_cough,0.01
DB00370,C0687713,Gastrointestinal_pain,0.01
DB00370,C0855242,Disturbance_in_sexual_arousal,0.001
DB00370,C0947912,Myasthenias,0.01
DB00370,C0948089,Acute_coronary_syndrome,0.0005
DB00370,C0948525,Musculoskeletal_stiffness,0.001
DB00370,C0948594,Musculoskeletal_discomfort,0.011
DB00370,C1306341,Mental_handicap,0.019
DB00370,C1320474,Nuchal_rigidity,0.001
DB00370,C1443060,Feeling_abnormal,0.0104
DB00370,C1456784,Paranoia,0.001
DB00370,C2047937,Ill-defined_disease,0.01
DB00370,C2830004,Somnolence,0.2318
DB00370,C3495920,Lacrimal_structural_disorder,0.001
DB00373,C0003811,Cardiac_arrhythmia,0.0085
DB00373,C0004093,Asthenia,0.0116
DB00373,C0006266,Bronchospasm,0.003
DB00373,C0008031,Chest_pain,0.003
DB00373,C0009763,Conjunctivitis,0.023
DB00373,C0011124,Decreased_libido,0.003
DB00373,C0012833,Dizziness,0.0211
DB00373,C0013395,Dyspepsia,0.006
DB00373,C0013404,Dyspnea,0.0115
DB00373,C0013604,Edema,0.009
DB00373,C0015672,Fatigue,0.0167
DB00373,C0018681,Headache,0.0175
DB00373,C0018801,Heart_failure,0.05
DB00373,C0020649,Hypotension,0.02
DB00373,C0021775,Intermittent_claudication,0.0175
DB00373,C0022568,Keratitis,0.023
DB00373,C0027497,Nausea,0.026
DB00373,C0030193,Pain,0.1173
DB00373,C0030554,Paresthesia,0.003
DB00373,C0033774,Pruritus,0.0037
DB00373,C0034063,Pulmonary_edema,0.0067
DB00373,C0034642,Rales,0.002
DB00373,C0036974,Shock,0.003
DB00373,C0039070,Syncope,0.003
DB00373,C0040264,Tinnitus,0.003
DB00373,C0041657,Unconscious_state,0.003
DB00373,C0042571,Vertigo,0.002
DB00373,C0221725,Bronchial_obstruction,0.0075
DB00373,C0234215,Sensory_discomfort,0.029
DB00373,C0235266,Eye_irritation,0.0085
DB00373,C0277925,Cold_extremities,0.02
DB00373,C0344232,Blurred_vision,0.0505
DB00373,C0423602,Foreign_body_sensation,0.053
DB00373,C0428977,Bradycardia,0.0455
DB00373,C0677500,Stinging_sensation,0.176
DB00373,C0855242,Disturbance_in_sexual_arousal,0.003
DB00373,C0857073,Cold_hands_&_feet,0.02
DB00373,C1456822,Claudication_(finding),0.0175
DB00373,C1761613,Conjunctival_hyperemia,0.0535
DB00373,C3665347,Visual_impairment,0.1595
DB00373,C3665386,Abnormal_vision,0.1595
DB00374,C0003123,Anorexia,0.0006
DB00374,C0010200,Coughing,0.4154
DB00374,C0011603,Dermatitis,0.125
DB00374,C0011991,Diarrhea,0.205
DB00374,C0012833,Dizziness,0.085
DB00374,C0013604,Edema,0.06
DB00374,C0014591,Epistaxis,0.0009
DB00374,C0015230,Exanthema,0.125
DB00374,C0016382,Flushing,0.0915
DB00374,C0018681,Headache,0.3256
DB00374,C0018965,Hematuria,0.0107
DB00374,C0020621,Hypokalemia,0.0401
DB00374,C0020649,Hypotension,0.03
DB00374,C0025222,Melena,0.0003
DB00374,C0027497,Nausea,0.2
DB00374,C0030196,Pain_in_limb,0.11
DB00374,C0033774,Pruritus,0.07
DB00374,C0036974,Shock,0.0346
DB00374,C0039070,Syncope,0.0346
DB00374,C0041657,Unconscious_state,0.0346
DB00374,C0042963,Vomiting,0.0009
DB00374,C0232462,Decrease_in_appetite,0.0006
DB00374,C0232487,Abdominal_discomfort,0.03
DB00374,C0236000,Jaw_pain,0.09
DB00374,C0549373,Larynx_pain,0.1969
DB00374,C0700184,Throat_irritation,0.1969
DB00374,C0858635,Pharyngolaryngeal_pain,0.1969
DB00374,C1096035,Infusion_site_pain,0.56
DB00374,C1096343,Infusion_site_reaction,0.55
DB00377,C0000737,Abdominal_pain,0.0073
DB00377,C0004093,Asthenia,0.0117
DB00377,C0009806,Constipation,0.0424
DB00377,C0011991,Diarrhea,0.0168
DB00377,C0012833,Dizziness,0.0184
DB00377,C0015672,Fatigue,0.0117
DB00377,C0018681,Headache,0.1142
DB00377,C0428977,Bradycardia,0.041
DB00377,C0687713,Gastrointestinal_pain,0.0073
DB00377,C0917801,Sleeplessness,0.0081
DB00379,C0000737,Abdominal_pain,0.0137
DB00379,C0002962,Angina_pectoris,0.0228
DB00379,C0003811,Cardiac_arrhythmia,0.0205
DB00379,C0003862,Arthralgia,0.0263
DB00379,C0004093,Asthenia,0.04
DB00379,C0008031,Chest_pain,0.037
DB00379,C0009676,Confusion,0.0246
DB00379,C0009806,Constipation,0.0733
DB00379,C0011570,Mental_depression,0.0155
DB00379,C0011603,Dermatitis,0.0395
DB00379,C0011991,Diarrhea,0.1242
DB00379,C0012833,Dizziness,0.1491
DB00379,C0013395,Dyspepsia,0.229
DB00379,C0013404,Dyspnea,0.0579
DB00379,C0013604,Edema,0.038
DB00379,C0015230,Exanthema,0.0395
DB00379,C0015672,Fatigue,0.0313
DB00379,C0015967,Fever,0.023
DB00379,C0018681,Headache,0.0633
DB00379,C0018834,Heartburn,0.229
DB00379,C0020580,Hypesthesia,0.0252
DB00379,C0026821,Muscle_cramp,0.0137
DB00379,C0027497,Nausea,0.229
DB00379,C0027769,Nervousness,0.0609
DB00379,C0028643,Numbness,0.0252
DB00379,C0030193,Pain,0.0228
DB00379,C0030252,Palpitations,0.0627
DB00379,C0030554,Paresthesia,0.0252
DB00379,C0037763,Spasm,0.0137
DB00379,C0037822,Speech_disorders,0.015
DB00379,C0040264,Tinnitus,0.028
DB00379,C0040822,Tremor,0.0666
DB00379,C0042963,Vomiting,0.229
DB00379,C0043352,Xerostomia,0.0607
DB00379,C0085612,Ventricular_arrhythmia,0.0205
DB00379,C0151636,Premature_ventricular_contractions,0.0205
DB00379,C0220870,Lightheadedness,0.1449
DB00379,C0232487,Abdominal_discomfort,0.41
DB00379,C0233494,Tension,0.0609
DB00379,C0233715,Speech_impairment,0.015
DB00379,C0234215,Sensory_discomfort,0.0137
DB00379,C0278134,Absence_of_sensation,0.0252
DB00379,C0344232,Blurred_vision,0.0466
DB00379,C0520966,Abnormal_coordination,0.0634
DB00379,C0547030,Visual_disturbance,0.0466
DB00379,C0548823,Distress_gastrointestinal,0.41
DB00379,C0687713,Gastrointestinal_pain,0.0137
DB00379,C0948594,Musculoskeletal_discomfort,0.0263
DB00379,C1443060,Feeling_abnormal,0.0246
DB00379,C3665347,Visual_impairment,0.0466
DB00380,C0002170,Alopecia,0.974
DB00380,C0003123,Anorexia,0.4033
DB00380,C0004093,Asthenia,0.554
DB00380,C0009450,Communicable_diseases,0.204
DB00380,C0011168,Deglutition_disorders,0.0567
DB00380,C0011991,Diarrhea,0.1583
DB00380,C0014868,Esophagitis,0.0483
DB00380,C0015376,Extravasation,0.018
DB00380,C0015672,Fatigue,0.554
DB00380,C0015967,Fever,0.26
DB00380,C0018802,Congestive_heart_failure,0.01
DB00380,C0019080,Hemorrhage,0.018
DB00380,C0027497,Nausea,0.69
DB00380,C0030193,Pain,0.056
DB00380,C0031542,Phlebitis,0.044
DB00380,C0038362,Stomatitis,0.3217
DB00380,C0041834,Erythema,0.034
DB00380,C0042109,Urticaria,0.016
DB00380,C0042963,Vomiting,0.5567
DB00380,C0231218,Malaise,0.565
DB00380,C0232462,Decrease_in_appetite,0.4033
DB00380,C0234215,Sensory_discomfort,0.565
DB00380,C0235032,Neurotoxicity_syndromes,0.11
DB00380,C0243026,Sepsis,0.1533
DB00380,C0518015,Hemoglobin_measurement,0.018
DB00380,C1443060,Feeling_abnormal,0.565
DB00380,C2047937,Ill-defined_disease,0.565
DB00381,C0000737,Abdominal_pain,0.0117
DB00381,C0004093,Asthenia,0.0393
DB00381,C0012833,Dizziness,0.0235
DB00381,C0013604,Edema,0.0623
DB00381,C0015672,Fatigue,0.0393
DB00381,C0016382,Flushing,0.0168
DB00381,C0018681,Headache,0.0755
DB00381,C0027497,Nausea,0.0257
DB00381,C0030252,Palpitations,0.0223
DB00381,C0687713,Gastrointestinal_pain,0.0117
DB00381,C2830004,Somnolence,0.0101
DB00390,C0000737,Abdominal_pain,0.036
DB00390,C0003123,Anorexia,0.0225
DB00390,C0011603,Dermatitis,0.0136
DB00390,C0011991,Diarrhea,0.0226
DB00390,C0012833,Dizziness,0.0497
DB00390,C0015230,Exanthema,0.0136
DB00390,C0018681,Headache,0.0361
DB00390,C0018790,Cardiac_arrest,0.009
DB00390,C0027497,Nausea,0.0271
DB00390,C0030252,Palpitations,0.0225
DB00390,C0039231,Tachycardia,0.0136
DB00390,C0042963,Vomiting,0.0136
DB00390,C0151636,Premature_ventricular_contractions,0.009
DB00390,C0232462,Decrease_in_appetite,0.0225
DB00390,C0687713,Gastrointestinal_pain,0.036
DB00393,C0011603,Dermatitis,0.0153
DB00393,C0011991,Diarrhea,0.0031
DB00393,C0013404,Dyspnea,0.0061
DB00393,C0013604,Edema,0.0031
DB00393,C0015230,Exanthema,0.0153
DB00393,C0016382,Flushing,0.021
DB00393,C0017178,Gastrointestinal_diseases,0.0122
DB00393,C0018681,Headache,0.0144
DB00393,C0020649,Hypotension,0.0124
DB00393,C0027497,Nausea,0.0061
DB00393,C0038525,Subarachnoid_hemorrhage,0.112
DB00393,C0151766,Liver_function_tests_abnormal_finding,0.0146
DB00393,C0268000,Body_fluid_retention,0.003
DB00393,C0426576,Gastrointestinal_symptom,0.0122
DB00394,C0004096,Asthma,0.0678
DB00394,C0004604,Back_pain,0.016
DB00394,C0014591,Epistaxis,0.0156
DB00394,C0018681,Headache,0.1388
DB00394,C0027497,Nausea,0.0183
DB00394,C0030193,Pain,0.022
DB00394,C0031350,Pharyngitis,0.1013
DB00394,C0035455,Rhinitis,0.0867
DB00394,C0037199,Sinusitis,0.03
DB00394,C0041912,Upper_respiratory_infections,0.0938
DB00394,C0858259,Nasal_discomfort,0.0503
DB00394,C1527344,Dysphonia,0.0217
DB00395,C0012833,Dizziness,0.0369
DB00395,C0013144,Drowsiness,0.0893
DB00395,C0018681,Headache,0.0248
DB00395,C2830004,Somnolence,0.0893
DB00396,C0000731,Abdomen_distended,0.0662
DB00396,C0000737,Abdominal_pain,0.132
DB00396,C0003467,Anxiety,0.045
DB00396,C0003862,Arthralgia,0.17
DB00396,C0004093,Asthenia,0.0514
DB00396,C0004604,Back_pain,0.08
DB00396,C0008031,Chest_pain,0.045
DB00396,C0009806,Constipation,0.0267
DB00396,C0010200,Coughing,0.0267
DB00396,C0011570,Mental_depression,0.15
DB00396,C0011991,Diarrhea,0.0575
DB00396,C0012833,Dizziness,0.0827
DB00396,C0015672,Fatigue,0.0514
DB00396,C0016204,Flatulence,0.076
DB00396,C0018681,Headache,0.1179
DB00396,C0022107,Irritable_mood,0.0525
DB00396,C0024902,Mastodynia,0.085
DB00396,C0026821,Muscle_cramp,0.115
DB00396,C0026858,Musculoskeletal_pain,0.065
DB00396,C0027497,Nausea,0.0479
DB00396,C0028081,Night_sweats,0.11
DB00396,C0030193,Pain,0.2024
DB00396,C0037763,Spasm,0.115
DB00396,C0041912,Upper_respiratory_infections,0.05
DB00396,C0042029,Urinary_tract_infection,0.0161
DB00396,C0042769,Virus_diseases,0.0475
DB00396,C0042963,Vomiting,0.0461
DB00396,C0085083,Ovarian_hyperstimulation_syndrome,0.0705
DB00396,C0085633,Mood_swings,0.06
DB00396,C0151998,Uterine_spasm,0.0322
DB00396,C0227791,Vaginal_discharge,0.0667
DB00396,C0233472,Labile_affect,0.06
DB00396,C0233481,Worried,0.045
DB00396,C0236075,Menopausal_symptom,0.245
DB00396,C0241633,Vaginal_dryness,0.09
DB00396,C0262397,Breast_tenderness,0.09
DB00396,C0520589,Vulvovaginal_dryness,0.09
DB00396,C0575805,Swelling_of_hands_(finding),0.09
DB00396,C0600142,Hot_flushes,0.245
DB00396,C0687713,Gastrointestinal_pain,0.132
DB00396,C0853619,Localized_swelling,0.09
DB00396,C0948594,Musculoskeletal_discomfort,0.17
DB00396,C1291077,Abdominal_bloating,0.076
DB00396,C2979982,Vaginal_hemorrhage,0.0334
DB00398,C0000737,Abdominal_pain,0.024
DB00398,C0002170,Alopecia,0.0575
DB00398,C0002792,Anaphylaxis,0.0005
DB00398,C0002871,Anemia,0.005
DB00398,C0003123,Anorexia,0.0692
DB00398,C0003862,Arthralgia,0.05
DB00398,C0004093,Asthenia,0.0882
DB00398,C0008311,Cholangitis,0.0037
DB00398,C0008325,Cholecystitis,0.0037
DB00398,C0009450,Communicable_diseases,0.05
DB00398,C0009806,Constipation,0.0556
DB00398,C0011168,Deglutition_disorders,0.005
DB00398,C0011175,Dehydration,0.0005
DB00398,C0011603,Dermatitis,0.1131
DB00398,C0011606,Exfoliative_dermatitis,0.005
DB00398,C0011991,Diarrhea,0.1531
DB00398,C0013378,Dysgeusia,0.005
DB00398,C0013395,Dyspepsia,0.005
DB00398,C0013404,Dyspnea,0.0517
DB00398,C0013595,Eczema,0.0005
DB00398,C0014742,Erythema_multiforme,0.0007
DB00398,C0015230,Exanthema,0.1131
DB00398,C0015672,Fatigue,0.1488
DB00398,C0015967,Fever,0.05
DB00398,C0016382,Flushing,0.005
DB00398,C0016436,Folliculitis,0.005
DB00398,C0017152,Gastritis,0.0005
DB00398,C0017672,Glossalgia,0.005
DB00398,C0018418,Gynecomastia,0.0005
DB00398,C0018681,Headache,0.0229
DB00398,C0018802,Congestive_heart_failure,0.005
DB00398,C0019080,Hemorrhage,0.045
DB00398,C0019825,Hoarseness,0.0125
DB00398,C0020517,Hypersensitivity,0.0005
DB00398,C0020538,Hypertensive_disease,0.0314
DB00398,C0020546,Hypertensive_crisis,0.0005
DB00398,C0020550,Hyperthyroidism,0.0005
DB00398,C0020598,Hypocalcemia,0.005
DB00398,C0020621,Hypokalemia,0.005
DB00398,C0020625,Hyponatremia,0.005
DB00398,C0020676,Hypothyroidism,0.005
DB00398,C0021308,Infarction,0.005
DB00398,C0022346,Icterus,0.0005
DB00398,C0023530,Leukopenia,0.05
DB00398,C0024312,Lymphopenia,0.185
DB00398,C0027441,Nasopharyngitis,0.005
DB00398,C0027497,Nausea,0.0786
DB00398,C0027947,Neutropenia,0.045
DB00398,C0030193,Pain,0.0718
DB00398,C0030305,Pancreatitis,0.0005
